machine_id,timestamp,temperature_c,vibration_mm_s,runtime_hours,days_since_maintenance,failed_within_7d,temp_roll7_mean,vib_roll7_mean,temp_roll7_std,vib_roll7_std,temp_rate_of_change,vib_rate_of_change,type_CNC_MILL,type_CONVEYOR,type_PRESS,type_PUMP,type_ROBOT_ARM
M001,2025-01-17,49.37,1.59,4961.6,27,0,55.37,2.035,2.749260506633263,0.48821853030516293,-7.970000000000006,-0.07999999999999985,True,False,False,False,False
M001,2025-01-18,56.91,1.728,4978.7,28,0,55.29,2.0484285714285715,2.68537396526692,0.4765028356483856,-0.5600000000000023,0.09400000000000008,True,False,False,False,False
M001,2025-01-19,55.63,2.179,4997.5,29,0,55.241428571428564,2.133714285714286,2.6740757192684357,0.43029203814995026,-0.3399999999999963,0.5969999999999998,True,False,False,False,False
M001,2025-01-20,50.48,2.33,5004.4,0,0,54.50142857142857,2.143,3.2033026112198106,0.4342802474593261,-5.18,0.06499999999999995,True,False,False,False,False
M001,2025-01-21,57.44,2.407,5022.8,1,0,54.512857142857136,2.087285714285714,3.2153212088670884,0.35398856586322786,0.0799999999999983,-0.3900000000000001,True,False,False,False,False
M001,2025-01-22,55.98,1.976,5040.7,2,0,54.54,2.0134285714285713,3.228673618273202,0.3058985982003715,0.18999999999999773,-0.5169999999999999,True,False,False,False,False
M001,2025-01-23,59.49,2.101,5053.6,3,0,55.042857142857144,2.0444285714285715,3.724547911204419,0.3015608601608511,3.520000000000003,0.21700000000000008,True,False,False,False,False
M001,2025-01-24,53.16,2.1,5065.8,4,0,55.58428571428571,2.1172857142857144,2.9593178107060374,0.22548445200332162,3.789999999999999,0.51,True,False,False,False,False
M001,2025-01-25,55.26,1.91,5076.2,5,0,55.348571428571425,2.1432857142857142,2.901266554291019,0.17876960431955888,-1.6499999999999986,0.18199999999999994,True,False,False,False,False
M001,2025-01-26,54.34,2.107,5087.9,6,0,55.16428571428571,2.133,2.921311675388636,0.1784432682955572,-1.2899999999999991,-0.07199999999999962,True,False,False,False,False
M001,2025-01-27,59.87,2.247,5106.2,7,0,56.50571428571429,2.121142857142857,2.543277787572959,0.16545636743205053,9.39,-0.08300000000000018,True,False,False,False,False
M001,2025-01-28,56.5,2.347,5124.4,8,0,56.371428571428574,2.1125714285714285,2.510328189509833,0.14890585072774187,-0.9399999999999977,-0.06000000000000005,True,False,False,False,False
M001,2025-01-29,59.12,2.053,5143.0,9,0,56.82,2.1235714285714287,2.701956081557726,0.13969473521797168,3.1400000000000006,0.07699999999999996,True,False,False,False,False
M001,2025-01-30,54.23,2.138,5158.1,10,0,56.068571428571424,2.1288571428571426,2.563529003616114,0.1393980255377016,-5.260000000000005,0.03699999999999992,True,False,False,False,False
M001,2025-01-31,50.95,1.694,5166.4,11,0,55.75285714285714,2.0708571428571427,3.0679076164150034,0.2165297736043312,-2.2099999999999937,-0.40600000000000014,True,False,False,False,False
M001,2025-02-01,60.84,1.954,5176.1,12,0,56.550000000000004,2.077142857142857,3.597693705695372,0.21166595425451934,5.580000000000005,0.04400000000000004,True,False,False,False,False
M001,2025-02-02,53.55,1.829,5189.9,13,0,56.43714285714286,2.0374285714285714,3.689786417873521,0.2303829110726005,-0.7900000000000063,-0.27800000000000025,True,False,False,False,False
M001,2025-02-03,55.77,1.978,5209.4,14,0,55.85142857142857,1.999,3.3651717567430386,0.21123920090740733,-4.099999999999994,-0.2689999999999999,True,False,False,False,False
M001,2025-02-04,49.24,1.992,5219.4,15,0,54.81428571428571,1.9482857142857142,4.157462596115001,0.1464430654847521,-7.259999999999998,-0.355,True,False,False,False,False
M001,2025-02-05,53.67,1.975,5230.2,16,0,54.03571428571429,1.9371428571428573,3.702115868629982,0.13997193596268795,-5.449999999999996,-0.07799999999999985,True,False,False,False,False
M001,2025-02-06,53.28,1.874,5243.1,17,0,53.9,1.8994285714285717,3.7112082488950526,0.10896460762231772,-0.9499999999999957,-0.2639999999999998,True,False,False,False,False
M001,2025-02-07,57.3,1.655,5259.8,18,0,54.807142857142864,1.893857142857143,3.645443339685475,0.12149544377112582,6.349999999999994,-0.038999999999999924,True,False,False,False,False
M001,2025-02-08,52.59,2.415,5274.6,19,0,53.628571428571426,1.9597142857142857,2.5341890785247814,0.23315925479216576,-8.25,0.4610000000000001,True,False,False,False,False
M001,2025-02-09,58.65,1.883,5291.8,20,0,54.357142857142854,1.9674285714285715,3.162950701932794,0.22896932628837507,5.100000000000001,0.05400000000000005,True,False,False,False,False
M001,2025-02-10,52.03,1.83,5298.4,21,0,53.82285714285714,1.9462857142857144,3.2001755904205957,0.23459448294572363,-3.740000000000002,-0.1479999999999999,True,False,False,False,False
M001,2025-02-11,51.71,1.795,5314.3,22,0,54.175714285714285,1.9181428571428571,2.7091441277203976,0.23995168164405412,2.469999999999999,-0.19700000000000006,True,False,False,False,False
M001,2025-02-12,52.84,1.919,5333.5,23,0,54.05714285714286,1.9101428571428571,2.7527786827477576,0.2386702247673056,-0.8299999999999983,-0.05600000000000005,True,False,False,False,False
M001,2025-02-13,56.86,1.952,5341.4,24,0,54.56857142857143,1.9212857142857143,2.9122696107528068,0.2385223359811503,3.5799999999999983,0.07799999999999985,True,False,False,False,False
M001,2025-02-14,57.44,1.631,5358.8,25,0,54.58857142857143,1.917857142857143,2.934549531424026,0.24311617838078192,0.14000000000000057,-0.02400000000000002,True,False,False,False,False
M001,2025-02-15,50.18,2.055,5366.1,26,0,54.244285714285716,1.8664285714285715,3.3236769655651828,0.13402469566322103,-2.4100000000000037,-0.3599999999999999,True,False,False,False,False
M001,2025-02-16,58.0,2.046,5374.8,27,0,54.151428571428575,1.8897142857142857,3.18631672714975,0.15052764340336758,-0.6499999999999986,0.1629999999999998,True,False,False,False,False
M001,2025-02-17,58.9,1.74,5393.3,0,0,55.13285714285714,1.8768571428571428,3.46943181844768,0.16002231987176918,6.869999999999997,-0.09000000000000008,True,False,False,False,False
M001,2025-02-18,52.96,2.07,5401.6,1,0,55.311428571428564,1.9161428571428571,3.2915013219473246,0.17002100710542453,1.25,0.2749999999999999,True,False,False,False,False
M001,2025-02-19,57.56,2.537,5412.8,2,0,55.98571428571428,2.0044285714285714,3.1824877959591036,0.289924620745265,4.719999999999999,0.6179999999999999,True,False,False,False,False
M001,2025-02-20,54.57,1.42,5425.1,3,0,55.65857142857143,1.9284285714285712,3.1953112971531175,0.36576716507584306,-2.289999999999999,-0.532,True,False,False,False,False
M001,2025-02-21,51.01,1.992,5436.2,4,0,54.74,1.98,3.506883706844779,0.3414854804136383,-6.43,0.361,True,False,False,False,False
M001,2025-02-22,56.27,2.282,5450.2,5,0,55.61,2.0124285714285715,2.8878596457122683,0.3600675201231278,6.090000000000003,0.22699999999999987,True,False,False,False,False
M001,2025-02-23,61.82,2.044,5459.7,6,0,56.15571428571428,2.0121428571428575,3.669826776760537,0.36003723352426975,3.8200000000000003,-0.0019999999999997797,True,False,False,False,False
M001,2025-02-24,54.97,2.124,5478.4,7,0,55.59428571428572,2.067,3.4754896880049335,0.3403787106542751,-3.9299999999999997,0.3840000000000001,True,False,False,False,False
M001,2025-02-25,58.9,1.597,5493.7,8,0,56.44285714285714,1.9994285714285716,3.450167697787631,0.383856682084541,5.939999999999998,-0.47299999999999986,True,False,False,False,False
M001,2025-02-26,56.88,1.743,5503.7,9,0,56.34571428571428,1.886,3.4229366395093117,0.3084331370005498,-0.6799999999999997,-0.7939999999999998,True,False,False,False,False
M001,2025-02-27,54.97,2.057,5513.6,10,0,56.402857142857144,1.9769999999999999,3.3915469149328503,0.23270295801013502,0.3999999999999986,0.637,True,False,False,False,False
M001,2025-02-28,54.63,2.222,5533.1,11,0,56.92,2.009857142857143,2.6205470166869205,0.25071459774773697,3.6200000000000045,0.22999999999999998,True,False,False,False,False
M001,2025-03-01,52.15,1.821,5542.9,12,0,56.33142857142857,1.9440000000000002,3.191370805633165,0.22671274041541342,-4.1200000000000045,-0.4610000000000001,True,False,False,False,False
M001,2025-03-02,55.64,1.626,5562.0,13,0,55.44857142857143,1.8842857142857141,2.081933625034113,0.24985176557692093,-6.18,-0.41800000000000015,True,False,False,False,False
M001,2025-03-03,52.35,2.046,5576.6,14,0,55.074285714285715,1.873142857142857,2.394374359081853,0.23887753387557406,-2.6199999999999974,-0.07800000000000029,True,False,False,False,False
M001,2025-03-04,52.43,1.692,5587.1,15,0,54.15,1.8867142857142856,1.86074357896695,0.22272682392392246,-6.469999999999999,0.09499999999999997,True,False,False,False,False
M001,2025-03-05,58.25,2.316,5598.1,16,0,54.34571428571429,1.9685714285714284,2.2309628500034018,0.2627964086150196,1.3699999999999974,0.5729999999999997,True,False,False,False,False
M001,2025-03-06,56.55,2.154,5616.3,17,0,54.57142857142857,1.9824285714285712,2.3796248203686114,0.2706756097513881,1.5799999999999983,0.09699999999999998,True,False,False,False,False
M001,2025-03-07,51.45,2.148,5623.3,18,0,54.11714285714286,1.9718571428571428,2.6542714900433984,0.2610328386566389,-3.1799999999999997,-0.07399999999999984,True,False,False,False,False
M001,2025-03-08,55.7,2.053,5634.0,19,0,54.62428571428571,2.005,2.5529842481747966,0.25330021713374046,3.5500000000000043,0.23199999999999998,True,False,False,False,False
M001,2025-03-09,55.5,1.743,5640.5,20,0,54.604285714285716,2.021714285714286,2.5442343782420345,0.2265735452972644,-0.14000000000000057,0.11700000000000021,True,False,False,False,False
M001,2025-03-10,52.32,1.9,5653.8,21,0,54.6,2.000857142857143,2.548685935928564,0.23064867119454552,-0.030000000000001137,-0.1459999999999999,True,False,False,False,False
M001,2025-03-11,54.86,2.156,5671.6,22,0,54.94714285714286,2.067142857142857,2.36255309842069,0.19022480435126318,2.4299999999999997,0.4640000000000002,True,False,False,False,False
M001,2025-03-12,59.99,1.778,5679.5,23,0,55.19571428571429,1.9902857142857144,2.815995129865929,0.1814007665232926,1.740000000000002,-0.5379999999999998,True,False,False,False,False
M001,2025-03-13,55.05,2.133,5690.1,24,0,54.98142857142857,1.9872857142857143,2.7521108781650403,0.17839068948585324,-1.5,-0.020999999999999908,True,False,False,False,False
M001,2025-03-14,51.08,1.403,5706.5,25,0,54.92857142857143,1.880857142857143,2.833586823394398,0.266836671999576,-0.37000000000000455,-0.7450000000000001,True,False,False,False,False
M001,2025-03-15,60.34,1.797,5713.3,0,0,55.59142857142857,1.8442857142857143,3.5068524756131896,0.2566604204558451,4.640000000000001,-0.256,True,False,False,False,False
M001,2025-03-16,50.35,1.897,5720.6,1,0,54.855714285714285,1.8662857142857143,4.030371600497317,0.2531071672142808,-5.149999999999999,0.15399999999999991,True,False,False,False,False
M001,2025-03-17,55.55,2.173,5733.8,2,0,55.31714285714286,1.9052857142857142,3.8735242965793493,0.27888750078703406,3.229999999999997,0.27300000000000013,True,False,False,False,False
M001,2025-03-18,51.02,2.553,5743.3,3,0,54.76857142857143,1.962,4.206643272140827,0.36533774328238594,-3.8399999999999963,0.3969999999999998,True,False,False,False,False
M001,2025-03-19,52.96,1.921,5750.6,4,0,53.76428571428572,1.9824285714285712,3.5384217627960424,0.3572426146392471,-7.030000000000001,0.14300000000000002,True,False,False,False,False
M001,2025-03-20,53.35,2.329,5763.1,5,0,53.521428571428565,2.0104285714285717,3.4935246221709058,0.3780841428142934,-1.6999999999999957,0.19600000000000017,True,False,False,False,False
M001,2025-03-21,59.9,1.571,5778.0,6,0,54.78142857142858,2.0344285714285713,4.017476108916438,0.33610060852015583,8.82,0.16799999999999993,True,False,False,False,False
M001,2025-03-22,55.01,2.227,5791.6,7,0,54.019999999999996,2.0958571428571426,3.2129114522501347,0.3245712189804824,-5.330000000000005,0.42999999999999994,True,False,False,False,False
M001,2025-03-23,54.39,2.018,5805.8,8,0,54.597142857142856,2.1131428571428574,2.777083087736223,0.3153053697457059,4.039999999999999,0.12099999999999977,True,False,False,False,False
M001,2025-03-24,49.31,2.384,5820.8,9,0,53.705714285714286,2.1432857142857142,3.3604704886015537,0.33164374172984423,-6.239999999999995,0.21099999999999985,True,False,False,False,False
M001,2025-03-25,56.44,2.14,5835.6,10,0,54.480000000000004,2.084285714285714,3.2614720602819944,0.2791962955136968,5.419999999999995,-0.4129999999999998,True,False,False,False,False
M001,2025-03-26,55.84,1.813,5842.5,11,0,54.89142857142857,2.068857142857143,3.219148068311611,0.2923955246872682,2.8800000000000026,-0.1080000000000001,True,False,False,False,False
M001,2025-03-27,59.66,1.706,5853.3,12,0,55.792857142857144,1.9798571428571428,3.5789370595458334,0.29482052651934293,6.309999999999995,-0.6230000000000002,True,False,False,False,False
M001,2025-03-28,53.13,1.893,5869.1,13,0,54.825714285714284,2.025857142857143,3.1761447130279388,0.2405143298374189,-6.769999999999996,0.32200000000000006,True,False,False,False,False
M001,2025-03-29,56.35,1.976,5882.7,14,0,55.01714285714286,1.99,3.2290437918250503,0.22364778857241827,1.3400000000000034,-0.2509999999999999,True,False,False,False,False
M001,2025-03-30,57.24,2.183,5902.6,15,0,55.424285714285716,2.0135714285714283,3.3153122384015847,0.23547318116426524,2.8500000000000014,0.16500000000000004,True,False,False,False,False
M001,2025-03-31,53.9,1.836,5916.7,16,0,56.08,1.9352857142857143,2.155496849143315,0.17516631552680934,4.589999999999996,-0.5479999999999998,True,False,False,False,False
M001,2025-04-01,57.29,1.667,5933.1,17,0,56.20142857142857,1.8677142857142857,2.2025850613270412,0.1742638940282932,0.8500000000000014,-0.4730000000000001,True,False,False,False,False
M001,2025-04-02,58.92,2.006,5943.6,18,0,56.64142857142857,1.8952857142857142,2.4156809155421146,0.17935784927133133,3.0799999999999983,0.19299999999999984,True,False,False,False,False
M001,2025-04-03,55.97,1.961,5962.9,19,0,56.114285714285714,1.9317142857142857,2.016885859791939,0.1592772365884017,-3.6899999999999977,0.2550000000000001,True,False,False,False,False
M001,2025-04-04,52.44,1.996,5970.2,20,0,56.01571428571429,1.9464285714285714,2.1959573245918667,0.15986124936212243,-0.6900000000000048,0.10299999999999998,True,False,False,False,False
M001,2025-04-05,58.61,1.641,5986.7,21,0,56.33857142857143,1.8985714285714284,2.4090899289388075,0.1956671128412196,2.259999999999998,-0.33499999999999996,True,False,False,False,False
M001,2025-04-06,52.9,1.997,6000.4,22,0,55.71857142857142,1.8719999999999999,2.681501001127487,0.15997916531015158,-4.340000000000003,-0.18599999999999972,True,False,False,False,False
M001,2025-04-07,55.97,2.503,6016.3,23,0,56.01428571428572,1.9672857142857143,2.5588594929698667,0.28485944738046604,2.0700000000000003,0.667,True,False,False,False,False
M001,2025-04-08,56.24,1.831,6030.9,24,0,55.86428571428571,1.9907142857142859,2.5017517672147256,0.2618617410554112,-1.0499999999999972,0.16399999999999992,True,False,False,False,False
M001,2025-04-09,55.73,1.848,6038.0,25,0,55.40857142857143,1.968142857142857,2.1126399643686837,0.2670820277064881,-3.190000000000005,-0.1579999999999997,True,False,False,False,False
M001,2025-04-10,50.26,2.024,6052.1,26,0,54.59285714285714,1.977142857142857,2.8376734266279784,0.26786154917010635,-5.710000000000001,0.06299999999999994,True,False,False,False,False
M001,2025-04-11,58.46,1.857,6071.4,27,0,55.452857142857134,1.9572857142857143,2.9848825453481256,0.2713599788016608,6.020000000000003,-0.139,True,False,False,False,False
M001,2025-04-12,53.01,2.408,6078.5,28,0,54.652857142857144,2.0668571428571427,2.7379171784753766,0.27715304350450404,-5.600000000000001,0.7669999999999999,True,False,False,False,False
M001,2025-04-13,48.89,2.471,6097.2,29,0,54.08,2.134571428571429,3.4837240610205353,0.3128465316748015,-4.009999999999998,0.474,True,False,False,False,False
M001,2025-04-14,50.24,1.873,6108.9,30,0,53.261428571428574,2.044571428571429,3.635498262831063,0.27785419266398037,-5.729999999999997,-0.6300000000000001,True,False,False,False,False
M001,2025-04-15,58.81,2.231,6123.1,31,0,53.62857142857143,2.101714285714286,4.088037135233447,0.2675516861503676,2.5700000000000003,0.3999999999999999,True,False,False,False,False
M001,2025-04-16,55.17,1.747,6135.2,32,0,53.548571428571435,2.087285714285714,4.045315927388245,0.2856272129225519,-0.5599999999999952,-0.10099999999999998,True,False,False,False,False
M001,2025-04-17,55.14,2.117,6145.7,33,0,54.24571428571429,2.1005714285714285,3.797002577221755,0.2843529831874797,4.880000000000003,0.09299999999999997,True,False,False,False,False
M001,2025-04-18,55.67,2.004,6152.7,0,0,53.84714285714285,2.121571428571429,3.4073387185393256,0.26834421746633397,-2.789999999999999,0.14700000000000002,True,False,False,False,False
M001,2025-04-19,53.58,2.065,6161.0,1,0,53.92857142857143,2.0725714285714285,3.3907689814722497,0.23678531566439193,0.5700000000000003,-0.34299999999999997,True,False,False,False,False
M001,2025-04-20,53.7,2.558,6175.8,2,0,54.61571428571428,2.085,2.5930603357349753,0.2621125712361007,4.810000000000002,0.08699999999999974,True,False,False,False,False
M001,2025-04-21,54.67,2.293,6190.5,3,0,55.24857142857143,2.145,1.7510133120703861,0.25342257200178525,4.43,0.42000000000000015,True,False,False,False,False
M001,2025-04-22,56.39,1.688,6201.9,4,0,54.902857142857144,2.067428571428571,1.0147859262871946,0.3012943506179392,-2.4200000000000017,-0.5429999999999999,True,False,False,False,False
M001,2025-04-23,52.61,1.599,6211.6,5,0,54.537142857142854,2.0462857142857143,1.3183539520391434,0.33123290611779205,-2.5600000000000023,-0.14800000000000013,True,False,False,False,False
M001,2025-04-24,53.06,1.52,6226.0,6,0,54.24,1.961,1.392168572168406,0.38282981423429724,-2.0799999999999983,-0.597,True,False,False,False,False
M001,2025-04-25,57.23,2.443,6237.9,7,0,54.46285714285714,2.0237142857142856,1.7405144286074046,0.42471469415193464,1.5599999999999952,0.43900000000000006,True,False,False,False,False
M001,2025-04-26,51.3,2.057,6249.6,8,0,54.137142857142855,2.0225714285714287,2.1078402397218254,0.4245958302287235,-2.280000000000001,-0.008000000000000007,True,False,False,False,False
M001,2025-04-27,56.02,1.996,6260.9,9,0,54.46857142857142,1.9422857142857144,2.207679238260783,0.3536927641733306,2.3200000000000003,-0.5619999999999998,True,False,False,False,False
M001,2025-04-28,54.66,2.371,6272.7,10,0,54.46714285714285,1.9534285714285715,2.2075304020988176,0.3675408626456187,-0.010000000000005116,0.07799999999999985,True,False,False,False,False
M001,2025-04-29,56.03,2.573,6289.2,11,0,54.41571428571428,2.079857142857143,2.158926099884384,0.410699577376387,-0.35999999999999943,0.885,True,False,False,False,False
M001,2025-04-30,59.55,2.094,6308.4,12,0,55.40714285714285,2.150571428571429,2.713716481664443,0.3526135075607369,6.939999999999998,0.4949999999999999,True,False,False,False,False
M001,2025-05-01,50.95,1.809,6317.3,13,0,55.105714285714285,2.1918571428571427,3.1066211932090027,0.2748141363245525,-2.1099999999999994,0.2889999999999999,True,False,False,False,False
M001,2025-05-02,55.36,2.154,6326.5,14,0,54.83857142857143,2.1505714285714284,2.970945015599308,0.2515173003611333,-1.8699999999999974,-0.28900000000000015,True,False,False,False,False
M001,2025-05-03,44.57,1.92,6344.1,15,0,53.87714285714286,2.131,4.820282544573905,0.2649817603785843,-6.729999999999997,-0.137,True,False,False,False,False
M001,2025-05-04,55.51,2.346,6358.0,16,0,53.80428571428571,2.181,4.786229751912804,0.26826355200312535,-0.5100000000000051,0.3500000000000001,True,False,False,False,False
M001,2025-05-05,56.94,2.411,6373.9,17,0,54.129999999999995,2.1867142857142854,4.929601065671211,0.2733628323222422,2.280000000000001,0.040000000000000036,True,False,False,False,False
M001,2025-05-06,55.7,2.241,6393.6,18,0,54.08285714285715,2.139285714285714,4.909941324448173,0.2184595418574606,-0.3299999999999983,-0.33199999999999985,True,False,False,False,False
M001,2025-05-07,49.81,2.433,6405.7,19,0,52.691428571428574,2.1877142857142857,4.462067639452326,0.24294973025004907,-9.739999999999995,0.33899999999999997,True,False,False,False,False
M001,2025-05-08,55.6,1.349,6422.7,20,0,53.35571428571428,2.122,4.505525707923767,0.3838263496252789,4.649999999999999,-0.45999999999999996,True,False,False,False,False
M001,2025-05-09,49.89,1.983,6435.1,21,0,52.57428571428572,2.0975714285714284,4.573805334521277,0.386879764760258,-5.469999999999999,-0.17099999999999982,True,False,False,False,False
M001,2025-05-10,50.43,2.362,6444.0,22,0,53.41142857142857,2.1607142857142856,3.1922271669971023,0.38913096093976507,5.859999999999999,0.44200000000000017,True,False,False,False,False
M001,2025-05-11,54.63,1.977,6451.8,23,0,53.28571428571429,2.108,3.1121314086590184,0.38481727265461135,-0.8799999999999955,-0.369,True,False,False,False,False
M001,2025-05-12,51.7,2.146,6462.7,24,0,52.53714285714286,2.0701428571428573,2.687946640626854,0.36242444204340896,-5.239999999999995,-0.2650000000000001,True,False,False,False,False
M001,2025-05-13,55.13,2.322,6482.3,25,0,52.455714285714286,2.081714285714286,2.5827366438389756,0.37000257399362085,-0.5700000000000003,0.08099999999999996,True,False,False,False,False
M001,2025-05-14,52.55,1.832,6489.5,0,0,52.847142857142856,1.9958571428571428,2.307947965081505,0.34369726435310716,2.739999999999995,-0.6009999999999998,True,False,False,False,False
M001,2025-05-15,48.56,2.154,6508.1,1,0,51.84142857142858,2.1108571428571428,2.4386090883358706,0.19269010402840187,-7.039999999999999,0.8049999999999999,True,False,False,False,False
M001,2025-05-16,60.89,2.011,6514.6,2,0,53.41285714285714,2.1148571428571428,4.009649670007413,0.18986348479142326,11.0,0.028000000000000025,True,False,False,False,False
M001,2025-05-17,52.9,2.064,6532.8,3,0,53.76571428571429,2.0722857142857145,3.8069622935829024,0.15551496635984877,2.469999999999999,-0.29800000000000004,True,False,False,False,False
M001,2025-05-18,54.66,1.934,6550.1,4,0,53.769999999999996,2.066142857142857,3.808114143947555,0.1606698774624841,0.02999999999999403,-0.04300000000000015,True,False,False,False,False
M001,2025-05-19,55.53,2.011,6563.6,5,0,54.317142857142855,2.046857142857143,3.7355843553841215,0.15755890810680823,3.8299999999999983,-0.1349999999999998,True,False,False,False,False
M001,2025-05-20,50.45,2.41,6576.1,6,0,53.64857142857143,2.0594285714285716,3.9768640433195213,0.18439618320603202,-4.68,0.08800000000000008,True,False,False,False,False
M001,2025-05-21,56.2,1.765,6593.9,7,0,54.17,2.049857142857143,4.047476580125792,0.1993049828541081,3.6500000000000057,-0.06700000000000017,True,False,False,False,False
M001,2025-05-22,52.08,2.024,6606.2,8,0,54.67285714285714,2.031285714285714,3.4014296714064174,0.19396882420096503,3.519999999999996,-0.1299999999999999,True,False,False,False,False
M001,2025-05-23,52.39,1.932,6622.5,9,0,53.458571428571425,2.02,2.0678283985172348,0.1976098850428965,-8.5,-0.07900000000000018,True,False,False,False,False
M001,2025-05-24,58.57,2.067,6629.8,10,0,54.26857142857143,2.0204285714285715,2.7951590805738444,0.1977244354675276,5.670000000000002,0.0030000000000001137,True,False,False,False,False
M001,2025-05-25,52.89,1.642,6642.4,11,0,54.01571428571429,1.9787142857142859,2.833642280075007,0.24431108194657244,-1.769999999999996,-0.29200000000000004,True,False,False,False,False
M001,2025-05-26,54.98,2.444,6649.6,12,0,53.93714285714286,2.0405714285714285,2.791974894142838,0.30188069229573544,-0.5500000000000043,0.43299999999999983,True,False,False,False,False
M001,2025-05-27,56.2,2.494,6663.8,13,0,54.75857142857143,2.0525714285714285,2.4155015253664818,0.32013114872025894,5.75,0.08400000000000007,True,False,False,False,False
M001,2025-05-28,53.84,1.799,6674.9,14,0,54.42142857142857,2.0574285714285714,2.3444361693979006,0.31526172044977574,-2.3599999999999994,0.03400000000000003,True,False,False,False,False
M001,2025-05-29,54.97,1.509,6685.6,15,0,54.83428571428572,1.983857142857143,2.1056974865260414,0.3781769553050657,2.8900000000000006,-0.5150000000000001,True,False,False,False,False
M001,2025-05-30,54.38,1.317,6703.5,16,0,55.118571428571435,1.8960000000000001,1.838019120062273,0.4557199432399976,1.990000000000002,-0.615,True,False,False,False,False
M001,2025-05-31,55.15,1.751,6715.2,17,0,54.629999999999995,1.8508571428571428,1.0557461816176115,0.4515903115920551,-3.4200000000000017,-0.3160000000000003,True,False,False,False,False
M001,2025-06-01,57.39,2.044,6721.3,18,0,55.27285714285714,1.9082857142857144,1.18214091497476,0.44613141348176555,4.5,0.40200000000000014,True,False,False,False,False
M001,2025-06-02,60.39,1.978,6738.8,19,0,56.04571428571429,1.8417142857142859,2.2473306917531133,0.3831986927107633,5.410000000000004,-0.46599999999999997,True,False,False,False,False
M001,2025-06-03,61.13,2.486,6748.7,20,0,56.75,1.8405714285714285,2.96245956371847,0.3809343150478206,4.93,-0.008000000000000007,True,False,False,False,False
M001,2025-06-04,52.27,2.192,6765.0,21,0,56.52571428571429,1.8967142857142858,3.263616895117375,0.4021557386078657,-1.5700000000000003,0.39300000000000024,True,False,False,False,False
M001,2025-06-05,55.78,1.729,6775.0,22,0,56.64142857142857,1.9281428571428572,3.2132352780929847,0.3744477838860083,0.8100000000000023,0.2200000000000002,True,False,False,False,False
M001,2025-06-06,57.29,2.003,6785.5,23,0,57.05714285714286,2.0261428571428572,3.056308853752218,0.26017521568578145,2.9099999999999966,0.6860000000000002,True,False,False,False,False
